source,target,amount,is_fraud
U00287,B00948,2551.37,1
U00599,B00949,1807.28,0
U00559,B00950,974.77,0
U00225,B00951,5346.22,1
U00747,B00952,5083.13,0
U00340,B00953,15654.41,1
U00696,B00954,523.9,0
U00309,B00955,4414.95,0
U00184,B00956,1934.09,0
U00062,B00957,1897.29,0
U00000,B00958,2861.8,0
U00752,B00959,13675.06,1
U00075,B00960,87431.11,1
U00211,B00961,9059.16,0
U00984,B00962,716.5,0
U00892,B00963,13195.0,1
U00177,B00964,5768.9,1
U00765,B00965,4237.78,0
U00951,B00966,4223.86,0
U00414,B00967,32140.8,1
U00414,B00968,11407.42,1
U00332,B00969,74547.15,1
U00045,B00970,556.83,0
U00269,B00971,189.14,0
U00225,B00972,46665.62,1
U00368,B00973,14818.83,1
U00647,B00974,1179.91,0
U00961,B00975,2148.34,1
U00324,B00976,30408.41,1
U00758,B00977,62356.86,1
U00295,B00978,3544.59,0
U00079,B00979,119.24,0
U00278,B00980,6665.49,0
U00758,B00981,13234.42,1
U00868,B00982,570.91,0
U00098,B00983,1728.72,0
U00645,B00984,3255.68,0
U00755,B00985,809.12,0
U00836,B00986,7742.95,1
U00551,B00987,2437.12,0
U00761,B00988,39707.59,1
U00871,B00989,16268.99,1
U00079,B00990,730.06,0
U00772,B00991,2925.39,0
U00179,B00992,1495.18,0
U00957,B00993,3208.85,0
U00825,B00994,19974.81,1
U00463,B00995,47806.72,1
U00812,B00996,261.82,0
U00854,B00997,5352.1,0
U00466,B00998,7070.41,0
U00045,B00999,225.15,0
U00452,B01000,61715.53,1
U00534,B01001,27518.02,1
U00424,B01002,791.31,0
U00979,B01003,25306.32,1
U00601,B01004,3667.47,0
U00427,B01005,21604.85,1
U00322,B01006,1024.94,0
U00548,B01007,38810.55,1
U00293,B01008,9182.2,1
U00235,B01009,24098.17,1
U00448,B01010,352.57,0
U00841,B01011,2606.07,0
U00712,B01012,694.43,0
U00523,B01013,249.92,0
U00884,B01014,1308.16,0
U00053,B01015,262.32,0
U00202,B01016,6883.39,1
U00958,B01017,200.81,0
U00289,B01018,2793.53,0
U00973,B01019,5366.8,0
U00075,B01020,1378.01,0
U00488,B01021,37585.64,1
U00855,B01022,94690.23,1
U00631,B01023,8859.04,1
U00752,B01024,30.58,0
U00604,B01025,528.37,0
U00979,B01026,749.27,0
U00321,B01027,1556.76,0
U00930,B01028,232.09,0
U00546,B01029,7343.29,1
U00801,B01030,1171.73,0
U00013,B01031,8207.71,1
U00592,B01032,69754.18,1
U00056,B01033,9290.71,0
U00842,B01034,350.09,0
U00947,B01035,76750.75,1
U00220,B01036,1483.33,0
U00307,B01037,6006.99,0
U00438,B01038,722.07,0
U00921,B01039,5130.87,0
U00312,B01040,690.1,0
U00832,B01041,295.18,0
U00317,B01042,3654.49,0
U00236,B01043,10350.15,1
U00523,B01044,1124.25,0
U00820,B01045,222.0,0
U00006,B01046,1292.78,0
U00064,B01047,65985.56,1
U00518,B01048,4177.1,0
U00545,B01049,6337.35,1
U00865,B01050,334.63,0
U00952,B01051,34162.66,1
U00592,B01052,2417.16,0
U00924,B01053,3539.78,0
U00463,B01054,117.26,0
U00331,B01055,11449.23,1
U00551,B01056,378.67,0
U00010,B01057,2601.83,0
U00792,B01058,1241.04,0
U00454,B01059,3842.26,0
U00706,B01060,1620.92,0
U00747,B01061,6268.92,1
U00435,B01062,181.62,0
U00046,B01063,2742.16,0
U00271,B01064,19594.91,1
U00442,B01065,1162.3,0
U00858,B01066,1351.6,0
U00374,B01067,1487.33,0
U00489,B01068,243.02,0
U00573,B01069,254.44,0
U00978,B01070,598.02,0
U00227,B01071,14280.01,1
U00573,B01072,15915.2,1
U00299,B01073,848.17,0
U00137,B01074,777.94,0
U00149,B01075,382.08,0
U00819,B01076,35943.64,1
U00992,B01077,16000.93,1
U00071,B01078,574.9,0
U00923,B01079,2052.76,1
U00661,B01080,771.63,0
U00059,B01081,908.66,0
U00749,B01082,1647.73,0
U00908,B01083,2212.5,0
U00774,B01084,1468.77,0
U00512,B01085,799.63,0
U00502,B01086,1959.22,0
U00493,B01087,309.31,0
U00865,B01088,5242.31,0
U00574,B01089,1943.07,0
U00585,B01090,885.88,0
U00389,B01091,4013.75,0
U00144,B01092,1336.97,1
U00914,B01093,83.35,0
U00692,B01094,62007.65,1
U00578,B01095,19559.42,1
U00763,B01096,3112.77,0
U00558,B01097,381.5,0
U00982,B01098,823.07,0
U00129,B01099,280.83,0
U00746,B01100,3042.68,0
U00491,B01101,1400.38,0
U00149,B01102,1930.73,0
U00827,B01103,1.14,0
U00752,B01104,5097.92,0
U00450,B01105,2687.87,1
U00348,B01106,22515.28,1
U00756,B01107,31433.44,1
U00240,B01108,18000.39,1
U00048,B01109,667.17,0
U00490,B01110,1138.91,0
U00967,B01111,2264.9,0
U00246,B01112,3197.85,0
U00682,B01113,9554.24,1
U00649,B01114,57.98,0
U00128,B01115,402.3,0
U00540,B01116,5008.45,0
U00917,B01117,181.2,0
U00675,B01118,5588.26,0
U00191,B01119,15368.28,1
U00081,B01120,2438.18,0
U00648,B01121,150.14,0
U00205,B01122,3171.11,0
U00210,B01123,43565.31,1
U00824,B01124,4031.85,1
U00464,B01125,92008.9,1
U00549,B01126,46340.18,1
U00956,B01127,1563.29,0
U00664,B01128,11344.66,1
U00852,B01129,468.05,0
U00094,B01130,15500.72,1
U00842,B01131,659.66,0
U00521,B01132,5500.82,0
U00169,B01133,2416.66,0
U00338,B01134,1550.13,1
U00117,B01135,7066.42,0
U00148,B01136,304.49,0
U00719,B01137,2763.21,0
U00082,B01138,283.31,0
U00970,B01139,5243.64,0
U00379,B01140,1757.25,0
U00082,B01141,4350.8,0
U00486,B01142,44646.29,1
U00569,B01143,15.58,0
U00321,B01144,1901.42,0
U00102,B01145,1247.9,0
U00397,B01146,458.3,0
U00594,B01147,35093.25,1
U00606,B01148,410.15,0
U00628,B01149,3134.99,0
U00717,B01150,4986.71,0
U00769,B01151,1378.36,0
U00685,B01152,5121.64,0
U00085,B01153,6159.64,1
U00915,B01154,2843.69,0
U00795,B01155,178.94,0
U00033,B01156,1623.67,0
U00085,B01157,3329.72,0
U00852,B01158,1302.16,0
U00775,B01159,609.45,0
U00202,B01160,3180.79,1
U00594,B01161,2178.31,0
U00677,B01162,1918.98,0
U00464,B01163,272.23,0
U00219,B01164,328.31,0
U00395,B01165,8211.43,0
U00502,B01166,79790.34,1
U00182,B01167,878.05,0
U00188,B01168,21569.29,1
U00242,B01169,7490.84,1
U00482,B01170,745.02,0
U00882,B01171,13574.62,1
U00150,B01172,558.4,0
U00930,B01173,72451.05,1
U00702,B01174,9216.84,0
U00634,B01175,282.07,0
U00245,B01176,4249.51,1
U00998,B01177,1312.33,0
U00473,B01178,2788.92,0
U00395,B01179,15454.06,1
U00762,B01180,218.12,0
U00792,B01181,17252.57,1
U00026,B01182,973.94,0
U00347,B01183,963.69,0
U00771,B01184,1340.33,0
U00732,B01185,34005.69,1
U00331,B01186,1868.02,0
U00728,B01187,7.18,0
U00275,B01188,2237.89,0
U00782,B01189,662.98,0
U00079,B01190,2166.7,0
U00712,B01191,12303.61,1
U00158,B01192,1175.98,0
U00227,B01193,1373.48,0
U00544,B01194,2313.51,0
U00812,B01195,1704.83,0
U00854,B01196,5849.1,0
U00561,B01197,1638.1,0
U00665,B01198,2374.31,0
U00088,B01199,2646.12,0
U00280,B01200,202.93,0
U00480,B01201,1812.19,0
U00843,B01202,1096.43,0
U00537,B01203,2436.21,0
U00318,B01204,1588.58,0
U00040,B01205,137.82,0
U00969,B01206,1077.64,0
U00399,B01207,14812.12,1
U00486,B01208,891.85,0
U00260,B01209,22151.96,1
U00640,B01210,4796.24,0
U00426,B01211,4514.72,0
U00202,B01212,1002.18,0
U00118,B01213,2610.21,0
U00150,B01214,19424.91,1
U00933,B01215,64694.85,1
U00729,B01216,444.86,0
U00303,B01217,815.04,0
U00861,B01218,4212.2,0
U00253,B01219,7231.36,0
U00733,B01220,57867.86,1
U00945,B01221,190.21,0
U00495,B01222,688.67,0
U00781,B01223,3929.09,0
U00483,B01224,714.6,0
U00236,B01225,18629.45,1
U00809,B01226,3139.72,0
U00408,B01227,1994.82,0
U00847,B01228,2235.0,0
U00990,B01229,12724.8,1
U00695,B01230,9341.13,1
U00359,B01231,95211.71,1
U00800,B01232,75008.36,1
U00346,B01233,18819.51,1
U00654,B01234,2155.89,0
U00276,B01235,38478.74,1
U00854,B01236,5651.65,1
U00333,B01237,527.57,0
U00530,B01238,2808.58,0
U00778,B01239,3672.04,1
U00486,B01240,664.8,0
U00038,B01241,95463.19,1
U00562,B01242,76745.81,1
U00057,B01243,502.19,0
U00872,B01244,7451.97,0
U00260,B01245,1427.95,0
U00851,B01246,334.75,0
U00685,B01247,2379.35,0
U00004,B01248,201.27,0
U00973,B01249,797.92,0
U00826,B01250,1055.66,0
U00274,B01251,3221.04,0
U00134,B01252,13472.86,1
U00644,B01253,1311.44,0
U00104,B01254,18110.98,1
U00023,B01255,83894.06,1
U00860,B01256,1744.89,0
U00215,B01257,3112.55,0
U00130,B01258,1616.45,0
U00311,B01259,1856.38,0
U00357,B01260,310.14,0
U00653,B01261,2358.93,0
U00690,B01262,155.73,0
U00047,B01263,52815.38,1
U00769,B01264,616.67,0
U00610,B01265,616.25,0
U00505,B01266,329.74,0
U00436,B01267,71.23,0
U00981,B01268,4798.07,0
U00972,B01269,1667.07,0
U00206,B01270,35100.75,1
U00522,B01271,7048.61,0
U00407,B01272,494.62,0
U00533,B01273,11633.62,1
U00911,B01274,7779.26,0
U00727,B01275,40436.21,1
U00674,B01276,267.71,0
U00587,B01277,14959.79,1
U00916,B01278,680.25,0
U00654,B01279,1563.51,0
U00886,B01280,23281.52,1
U00156,B01281,3543.1,0
U00197,B01282,4500.68,0
U00695,B01283,4567.67,0
U00524,B01284,19677.0,1
U00329,B01285,1285.11,0
U00873,B01286,35752.34,1
U00016,B01287,16114.57,1
U00671,B01288,171.3,0
U00182,B01289,1725.03,0
U00065,B01290,2614.34,1
U00759,B01291,17223.86,1
U00975,B01292,1467.56,0
U00805,B01293,116.24,0
U00721,B01294,515.96,0
U00099,B01295,2456.91,0
U00870,B01296,1333.89,0
U00852,B01297,6864.04,0
U00392,B01298,584.4,0
U00185,B01299,21232.3,1
U00039,B01300,7065.68,1
U00593,B01301,350.01,0
U00916,B01302,2756.16,0
U00686,B01303,5435.45,0
U00847,B01304,1633.15,0
U00291,B01305,91.55,0
U00780,B01306,93.26,0
U00742,B01307,976.59,1
U00073,B01308,1850.1,0
U00578,B01309,13233.94,0
U00558,B01310,1646.29,0
U00442,B01311,22777.65,1
U00874,B01312,93.86,0
U00854,B01313,2070.06,0
U00897,B01314,26227.19,1
U00955,B01315,12175.2,1
U00737,B01316,10431.28,1
U00553,B01317,507.97,0
U00309,B01318,1075.34,0
U00427,B01319,108.62,0
U00251,B01320,1290.79,0
U00753,B01321,424.33,0
U00709,B01322,4458.69,0
U00346,B01323,990.08,0
U00817,B01324,18284.52,1
U00241,B01325,1679.89,0
U00146,B01326,156.47,0
U00616,B01327,47.03,0
U00351,B01328,207.6,0
U00334,B01329,287.63,0
U00353,B01330,2268.44,0
U00782,B01331,2171.26,0
U00946,B01332,552.04,0
U00716,B01333,1409.72,0
U00296,B01334,2223.41,0
U00748,B01335,428.55,0
U00788,B01336,2368.85,0
U00024,B01337,16753.73,1
U00803,B01338,561.43,0
U00838,B01339,1602.29,0
U00896,B01340,60466.08,1
U00624,B01341,2233.57,0
U00279,B01342,878.08,1
U00130,B01343,3697.51,0
U00815,B01344,4902.77,0
U00165,B01345,961.9,0
U00569,B01346,627.65,0
U00988,B01347,127.47,0
U00512,B01348,5486.6,0
U00698,B01349,780.8,0
U00206,B01350,630.51,0
U00291,B01351,1820.18,0
U00397,B01352,2157.4,0
U00970,B01353,875.17,0
U00093,B01354,281.21,0
U00588,B01355,2911.87,0
U00017,B01356,3678.1,0
U00806,B01357,2830.21,0
U00043,B01358,19240.65,1
U00107,B01359,982.19,0
U00408,B01360,33359.36,1
U00377,B01361,10549.11,1
U00396,B01362,418.01,0
U00085,B01363,392.76,0
U00395,B01364,13452.12,1
U00227,B01365,111.95,0
U00541,B01366,90031.63,1
U00328,B01367,17072.59,1
U00875,B01368,53.48,0
U00027,B01369,1047.31,0
U00886,B01370,781.38,0
U00765,B01371,5046.93,0
U00855,B01372,677.48,0
U00392,B01373,52538.7,1
U00249,B01374,33668.79,1
U00840,B01375,13061.15,1
U00604,B01376,133.51,0
U00832,B01377,2185.76,0
U00971,B01378,19971.65,1
U00653,B01379,2367.78,0
U00051,B01380,4176.08,0
U00980,B01381,2511.17,0
U00760,B01382,102.81,0
U00105,B01383,653.96,0
U00419,B01384,18729.8,1
U00815,B01385,42284.13,1
U00281,B01386,1020.93,0
U00714,B01387,2320.11,0
U00653,B01388,990.2,0
U00174,B01389,1448.04,0
U00822,B01390,83.92,0
U00566,B01391,36.16,0
U00344,B01392,1226.04,0
U00532,B01393,244.02,0
U00183,B01394,636.27,0
U00751,B01395,36308.65,1
U00400,B01396,261.08,0
U00509,B01397,15861.22,1
U00062,B01398,410.26,0
U00004,B01399,2560.34,0
U00200,B01400,16544.82,1
U00259,B01401,6797.67,0
U00470,B01402,3498.98,0
U00894,B01403,19894.0,1
U00813,B01404,2211.28,0
U00356,B01405,1429.02,0
U00606,B01406,457.32,0
U00853,B01407,151.08,0
U00439,B01408,13608.52,1
U00926,B01409,42.26,0
U00346,B01410,1370.51,0
U00546,B01411,2664.43,0
U00627,B01412,424.45,0
U00204,B01413,469.26,0
U00787,B01414,2322.28,0
U00654,B01415,1378.17,0
U00514,B01416,49991.36,1
U00913,B01417,838.65,0
U00152,B01418,38917.83,1
U00707,B01419,16468.55,1
U00623,B01420,3666.93,0
U00389,B01421,10111.94,1
U00977,B01422,685.1,0
U00365,B01423,12290.48,1
U00270,B01424,35695.94,1
U00090,B01425,1696.94,0
U00511,B01426,4011.15,0
U00324,B01427,513.53,0
U00789,B01428,243.83,0
U00971,B01429,1725.77,0
U00884,B01430,30070.15,1
U00286,B01431,24748.98,1
U00075,B01432,19803.04,1
U00550,B01433,1672.6,0
U00341,B01434,5633.14,0
U00694,B01435,340.1,0
U00825,B01436,721.34,0
U00795,B01437,356.56,0
U00177,B01438,1313.44,0
U00401,B01439,959.9,0
U00432,B01440,4987.31,0
U00974,B01441,6464.47,1
U00980,B01442,17520.81,1
U00871,B01443,31.58,0
U00475,B01444,379.35,0
U00544,B01445,38563.5,1
U00625,B01446,11280.92,1
U00491,B01447,5461.14,0
U00491,B01448,18747.5,1
U00824,B01449,11898.81,1
U00039,B01450,17800.77,1
U00891,B01451,169.62,0
U00452,B01452,8467.66,1
U00832,B01453,452.29,0
U00762,B01454,94304.57,1
U00242,B01455,2694.92,0
U00596,B01456,9347.12,1
U00045,B01457,92697.14,1
U00025,B01458,2636.53,1
U00339,B01459,2701.01,0
U00412,B01460,489.56,0
U00267,B01461,838.75,0
U00613,B01462,14584.76,1
U00310,B01463,3159.73,0
U00801,B01464,344.66,0
U00703,B01465,49344.63,1
U00476,B01466,4272.79,0
U00545,B01467,294.07,0
U00403,B01468,13.14,0
U00538,B01469,361.67,0
U00433,B01470,2951.46,0
U00865,B01471,14641.31,1
U00683,B01472,220.68,0
U00412,B01473,1034.12,0
U00786,B01474,25432.73,1
U00820,B01475,79562.62,1
U00201,B01476,2749.99,0
U00569,B01477,5121.48,1
U00241,B01478,1181.15,0
U00378,B01479,3406.25,0
U00154,B01480,1975.85,1
U00521,B01481,4651.01,0
U00360,B01482,3831.43,0
U00676,B01483,6219.69,0
U00134,B01484,471.97,0
U00539,B01485,22131.43,1
U00560,B01486,65390.39,1
U00780,B01487,1708.99,0
U00442,B01488,3534.77,0
U00520,B01489,2814.33,0
U00075,B01490,16505.69,1
U00985,B01491,12086.07,1
U00094,B01492,1394.97,0
U00059,B01493,882.69,0
U00106,B01494,3799.27,0
U00715,B01495,6142.13,0
U00308,B01496,9660.02,0
U00616,B01497,19162.72,1
U00763,B01498,4870.68,0
U00283,B01499,822.82,0
U00209,B01500,582.7,0
U00354,B01501,4766.26,1
U00935,B01502,44839.02,1
U00807,B01503,2193.17,0
U00633,B01504,18498.8,1
U00545,B01505,1686.18,0
U00978,B01506,77760.57,1
U00032,B01507,397.96,0
U00711,B01508,2168.87,0
U00912,B01509,1767.64,0
U00345,B01510,1326.32,0
U00093,B01511,18.54,0
U00115,B01512,10407.13,1
U00751,B01513,2765.86,0
U00851,B01514,8840.5,1
U00830,B01515,41532.66,1
U00477,B01516,13714.95,1
U00535,B01517,4608.48,1
U00191,B01518,1841.47,0
U00859,B01519,48.29,0
U00483,B01520,7306.51,0
U00175,B01521,14898.32,1
U00232,B01522,15826.86,1
U00934,B01523,2189.91,0
U00579,B01524,37287.77,1
U00316,B01525,1669.65,0
U00656,B01526,7683.07,1
U00323,B01527,1460.74,0
U00208,B01528,5128.68,0
U00479,B01529,47009.96,1
U00151,B01530,1419.16,0
U00808,B01531,1740.41,0
U00114,B01532,45610.08,1
U00299,B01533,749.77,0
U00519,B01534,422.96,0
U00519,B01535,16558.69,1
U00900,B01536,280.13,0
U00539,B01537,25773.71,1
U00424,B01538,343.57,0
U00903,B01539,348.09,0
U00450,B01540,273.05,0
U00895,B01541,2090.37,0
U00155,B01542,2256.66,0
U00813,B01543,3553.37,0
U00981,B01544,609.89,0
U00960,B01545,8910.72,1
U00121,B01546,1212.34,0
U00510,B01547,1946.51,0
U00563,B01548,37833.55,1
U00220,B01549,56392.04,1
U00853,B01550,80990.54,1
U00185,B01551,7246.47,0
U00994,B01552,2242.98,1
U00493,B01553,2035.01,0
U00331,B01554,31369.6,1
U00567,B01555,29754.19,1
U00007,B01556,1019.09,0
U00152,B01557,1445.1,0
U00074,B01558,42.78,0
U00858,B01559,473.22,0
U00600,B01560,7045.69,0
U00230,B01561,7339.76,1
U00629,B01562,16186.79,1
U00014,B01563,2568.55,0
U00131,B01564,489.55,0
U00057,B01565,163.04,0
U00030,B01566,9395.78,0
U00819,B01567,8945.48,1
U00275,B01568,1.62,0
U00317,B01569,811.17,0
U00370,B01570,689.25,0
U00120,B01571,162.49,0
U00068,B01572,2859.93,1
U00877,B01573,3017.85,0
U00130,B01574,1693.92,0
U00852,B01575,52036.9,1
U00430,B01576,1487.63,0
U00012,B01577,2791.7,0
U00874,B01578,1061.03,0
U00939,B01579,2127.84,0
U00304,B01580,8544.11,1
U00786,B01581,2084.43,0
U00835,B01582,24636.1,1
U00470,B01583,2608.35,0
U00916,B01584,18.84,0
U00096,B01585,1713.86,0
U00108,B01586,12574.92,1
U00053,B01587,1585.92,0
U00750,B01588,141.81,0
U00896,B01589,5512.72,1
U00679,B01590,184.86,0
U00578,B01591,1973.11,0
U00881,B01592,1406.6,1
U00118,B01593,32550.34,1
U00784,B01594,899.79,0
U00551,B01595,11978.64,1
U00732,B01596,1061.76,0
U00352,B01597,12065.78,1
U00605,B01598,18583.38,1
U00494,B01599,64957.71,1
U00757,B01600,34562.4,1
U00675,B01601,2216.18,0
U00811,B01602,3272.89,0
U00498,B01603,1371.12,0
U00418,B01604,97.85,0
U00504,B01605,62333.5,1
U00655,B01606,5020.84,0
U00937,B01607,825.69,0
U00474,B01608,3876.79,0
U00605,B01609,2344.21,0
U00900,B01610,18343.24,1
U00355,B01611,3007.08,0
U00982,B01612,1891.29,0
U00160,B01613,4756.89,0
U00035,B01614,25.97,0
U00007,B01615,309.85,0
U00811,B01616,5908.83,0
U00711,B01617,106.08,0
U00588,B01618,1308.38,0
U00319,B01619,479.26,0
U00544,B01620,3188.4,0
U00408,B01621,189.45,0
U00382,B01622,1750.81,1
U00538,B01623,1690.96,0
U00328,B01624,34708.49,1
U00296,B01625,1372.93,0
U00992,B01626,3189.07,0
U00568,B01627,1016.11,0
U00516,B01628,964.62,0
U00161,B01629,2340.08,0
U00554,B01630,10208.56,1
U00570,B01631,11038.89,0
U00063,B01632,561.2,0
U00492,B01633,31017.62,1
U00107,B01634,38391.64,1
U00307,B01635,12066.78,1
U00227,B01636,1091.34,0
U00516,B01637,423.51,0
U00427,B01638,1071.86,0
U00489,B01639,1130.52,0
U00117,B01640,2954.59,0
U00234,B01641,1868.47,0
U00512,B01642,142.16,0
U00687,B01643,1008.46,0
U00210,B01644,833.98,0
U00637,B01645,46288.01,1
U00200,B01646,847.8,0
U00907,B01647,515.74,0
U00408,B01648,53.29,0
U00666,B01649,1032.27,0
U00462,B01650,1422.32,0
U00383,B01651,288.16,0
U00681,B01652,904.06,0
U00207,B01653,2268.39,0
U00821,B01654,30750.38,1
U00553,B01655,3592.4,0
U00981,B01656,15329.25,1
U00995,B01657,1549.03,0
U00043,B01658,1762.09,0
U00545,B01659,1410.91,0
U00592,B01660,2501.08,0
U00292,B01661,46133.32,1
U00232,B01662,719.66,0
U00008,B01663,446.18,0
U00521,B01664,702.81,0
U00759,B01665,1977.16,0
U00692,B01666,2188.65,0
U00231,B01667,809.34,0
U00673,B01668,45041.21,1
U00575,B01669,5263.98,0
U00093,B01670,872.42,0
U00213,B01671,1160.38,0
U00512,B01672,38899.12,1
U00883,B01673,1218.39,0
U00602,B01674,1300.22,0
U00005,B01675,10135.32,0
U00044,B01676,12149.72,1
U00333,B01677,87.77,0
U00037,B01678,383.42,0
U00256,B01679,2481.05,0
U00862,B01680,689.08,0
U00649,B01681,1081.58,0
U00689,B01682,1074.45,0
U00778,B01683,14270.09,1
U00000,B01684,1724.08,0
U00569,B01685,14941.96,1
U00828,B01686,17948.91,1
U00882,B01687,1752.73,0
U00645,B01688,2068.78,0
U00147,B01689,1469.86,0
U00085,B01690,1925.67,0
U00176,B01691,14786.48,1
U00634,B01692,2875.71,0
U00920,B01693,744.83,0
U00195,B01694,4123.84,0
U00348,B01695,547.84,0
U00943,B01696,7310.02,0
U00850,B01697,128.82,0
U00089,B01698,3090.18,0
U00145,B01699,135.51,0
U00265,B01700,3311.56,0
U00973,B01701,4193.61,0
U00986,B01702,5587.02,0
U00171,B01703,33.92,0
U00131,B01704,115.59,0
U00668,B01705,422.8,0
U00271,B01706,117.62,0
U00945,B01707,1272.53,0
U00584,B01708,2361.85,0
U00398,B01709,568.28,0
U00406,B01710,2585.96,0
U00689,B01711,697.69,0
U00022,B01712,262.89,0
U00339,B01713,3020.13,0
U00247,B01714,1658.1,0
U00008,B01715,6804.08,1
U00822,B01716,45672.49,1
U00530,B01717,4956.69,0
U00763,B01718,2282.93,0
U00977,B01719,18499.08,1
U00678,B01720,2565.48,0
U00630,B01721,4906.68,1
U00260,B01722,40050.72,1
U00544,B01723,3048.95,0
U00698,B01724,1255.94,0
U00356,B01725,17476.45,1
U00748,B01726,961.48,0
U00510,B01727,3307.6,0
U00523,B01728,13602.27,1
U00723,B01729,83817.63,1
U00636,B01730,1691.95,0
U00097,B01731,706.93,0
U00893,B01732,30.58,0
U00309,B01733,2800.66,1
U00558,B01734,13826.94,1
U00709,B01735,4478.08,0
U00771,B01736,7325.46,1
U00358,B01737,2763.12,0
U00466,B01738,4282.99,1
U00219,B01739,501.68,0
U00724,B01740,3532.12,0
U00295,B01741,39703.23,1
U00688,B01742,15506.91,1
U00570,B01743,9347.06,1
U00443,B01744,58595.96,1
U00500,B01745,2825.02,0
U00417,B01746,5598.78,1
U00349,B01747,55883.52,1
U00632,B01748,557.46,0
U00262,B01749,459.8,0
U00414,B01750,233.65,0
U00112,B01751,2657.68,1
U00241,B01752,3190.64,0
U00027,B01753,1438.86,0
U00956,B01754,1698.42,0
U00534,B01755,1493.61,0
U00875,B01756,220.19,0
U00680,B01757,6729.12,0
U00698,B01758,179.91,0
U00407,B01759,334.87,0
U00626,B01760,13558.17,1
U00938,B01761,2389.17,0
U00284,B01762,4603.03,0
U00277,B01763,3850.45,0
U00024,B01764,27632.42,1
U00104,B01765,7541.59,0
U00073,B01766,7121.19,0
U00933,B01767,754.1,0
U00341,B01768,43809.49,1
U00747,B01769,23514.87,1
U00761,B01770,7530.52,0
U00426,B01771,4767.98,0
U00794,B01772,42.85,0
U00653,B01773,3775.9,0
U00476,B01774,1549.7,0
U00170,B01775,354.73,0
U00441,B01776,168.5,0
U00359,B01777,2807.36,0
U00094,B01778,3159.96,0
U00020,B01779,21734.35,1
U00874,B01780,5984.93,0
U00764,B01781,122.91,0
U00768,B01782,70.86,0
U00730,B01783,1811.1,0
U00241,B01784,90680.82,1
U00562,B01785,2873.9,0
U00231,B01786,38985.14,1
U00223,B01787,27813.73,1
U00407,B01788,1490.4,0
U00429,B01789,2135.76,0
U00712,B01790,1792.01,0
U00180,B01791,18492.32,1
U00964,B01792,1630.33,0
U00762,B01793,3672.32,0
U00858,B01794,703.34,0
U00057,B01795,8160.66,1
U00185,B01796,31221.41,1
U00164,B01797,2108.8,0
U00938,B01798,34770.86,1
U00070,B01799,3584.16,0
U00940,B01800,75.25,0
U00825,B01801,1930.9,0
U00291,B01802,8.11,0
U00067,B01803,2442.13,0
U00633,B01804,15527.9,1
U00875,B01805,81302.06,1
U00491,B01806,5306.68,0
U00698,B01807,4216.13,0
U00087,B01808,3050.47,0
U00427,B01809,5395.97,0
U00449,B01810,81875.98,1
U00081,B01811,3665.65,0
U00854,B01812,842.66,0
U00874,B01813,13260.22,1
U00389,B01814,371.73,0
U00342,B01815,1049.4,0
U00407,B01816,466.56,0
U00868,B01817,2058.79,0
U00943,B01818,1418.08,0
U00759,B01819,61343.07,1
U00824,B01820,10604.44,1
U00410,B01821,27663.67,1
U00962,B01822,2578.06,0
U00789,B01823,57.7,0
U00231,B01824,1759.69,0
U00395,B01825,693.65,0
U00240,B01826,5347.35,0
U00114,B01827,22806.56,1
U00770,B01828,84684.63,1
U00125,B01829,3991.93,1
U00557,B01830,1574.21,0
U00236,B01831,2500.07,0
U00002,B01832,63612.76,1
U00134,B01833,1137.82,0
U00696,B01834,11242.97,1
U00388,B01835,360.98,0
U00815,B01836,16303.55,1
U00185,B01837,1723.75,0
U00184,B01838,9892.63,1
U00144,B01839,60268.12,1
U00055,B01840,61431.23,1
U00405,B01841,1262.81,0
U00184,B01842,989.98,0
U00820,B01843,2551.38,0
U00921,B01844,2398.38,0
U00308,B01845,3111.64,1
U00900,B01846,1369.67,0
U00195,B01847,62.15,0
U00483,B01848,50.96,0
U00618,B01849,1932.99,0
U00288,B01850,15407.71,1
U00987,B01851,24001.01,1
U00073,B01852,1962.85,0
U00535,B01853,4015.21,0
U00166,B01854,3324.44,0
U00319,B01855,76295.9,1
U00665,B01856,1452.49,0
U00445,B01857,1934.72,0
U00879,B01858,2660.75,0
U00783,B01859,629.92,0
U00233,B01860,13128.48,1
U00280,B01861,2274.94,0
U00864,B01862,867.83,0
U00274,B01863,4.08,0
U00569,B01864,855.62,0
U00207,B01865,839.84,0
U00407,B01866,42307.1,1
U00993,B01867,19841.32,1
U00606,B01868,321.3,0
U00006,B01869,70733.81,1
U00962,B01870,35.02,0
U00465,B01871,10598.62,1
U00185,B01872,871.24,0
U00266,B01873,762.96,0
U00120,B01874,921.75,0
U00965,B01875,3744.85,0
U00204,B01876,47123.5,1
U00034,B01877,3973.11,0
U00988,B01878,35174.7,1
U00379,B01879,979.27,0
U00729,B01880,352.22,0
U00670,B01881,5363.21,0
U00783,B01882,33393.09,1
U00200,B01883,15928.0,1
U00615,B01884,33234.39,1
U00413,B01885,5653.48,1
U00458,B01886,8796.85,0
U00345,B01887,427.81,0
